SquareFeet,NumBedrooms,NumBathrooms,LotSize,YearBuilt,IncomeOfArea,HomeType,Region,SchoolQuality,Price
2279.163456260861,3,3.5324200061955993,914.1570028758513,1981,78586.44169596586,Single Family,East,Medium,211783.81268286688
2038.0026957062057,2,3.7812382151309087,294.922661819188,1962,60434.0205527501,Condo,West,Low,172748.66660208465
2269.3779962231847,2,2.4624284339603246,583.4182796317376,1999,58213.37271540378,Condo,West,Medium,167719.5227690157
1539.663203460317,3,2.7002587453384073,331.91897361968785,1955,52921.3167230548,Townhouse,East,Low,138050.09371794303
2084.680412018039,1,1.7715997910196186,217.7186729074828,1985,51486.01645859882,Single Family,West,High,172569.99621594214
1293.1427515475098,2,2.540801135911358,492.3202441431171,1901,69978.93942783485,Single Family,East,Medium,119451.81841411583
1944.38696932565,3,3.2443588208056964,734.4738560032976,2011,59088.74946450217,Condo,North,Low,177110.139959989
1548.046179267605,2,2.4764117909685086,505.16444220666824,1925,87988.38451734399,Condo,East,Medium,190169.01674986526
1632.2350287051167,5,1.906218702367509,876.0147341790395,2013,61315.576126593565,Apartment,West,Low,126664.80655084882
2618.0465876052185,5,2.746103041674877,97.0199594544825,1995,71413.83756057524,Single Family,North,High,214819.5818237333
2545.6550602971347,2,3.839968092657534,233.95854507414595,1922,66030.34347339743,Single Family,West,Medium,181568.95247505352
2304.5690604535885,2,3.663951561949335,187.4091378772035,2020,48942.13843923774,Apartment,East,Medium,166181.67434170935
1453.8436176637106,5,3.307727137526369,107.91464522066727,2003,86341.61247370478,Apartment,West,High,141080.04451805924
1841.7957751525992,2,1.8286288979956271,292.75153188934826,2009,80432.2312696749,Condo,East,Low,154287.55282526583
2606.548849989592,1,1.7246785216492042,1477.0348956720459,1917,82157.83133384572,Single Family,West,High,217812.56075332803
2070.858456819952,1,3.5156115693927936,386.10416773977767,1982,78924.1999037343,Townhouse,West,High,178190.44533288493
3159.664769990847,4,1.543952428246307,168.71976584269004,1987,58607.7244750732,Apartment,East,Medium,221724.71414887556
2196.658919697186,1,2.8168339224599306,2185.248079924275,1967,58899.26552144834,Single Family,North,Low,184607.25643192537
2096.0245582450157,2,2.3167898307488928,474.76312130191377,2017,76779.81461789673,Single Family,East,Medium,186134.3861831235
1845.4417678987493,2,2.4039594018771946,217.50881323533073,1959,93143.79348976302,Single Family,East,Medium,169805.87729106366
2066.770452391141,3,2.3636302075826223,386.4705760828227,2009,75789.68346764799,Single Family,East,Medium,196104.71795770878
1923.7650818097281,1,3.69985044017098,160.2127636646163,1901,84677.0001527646,Apartment,South,Medium,173542.74998691663
2354.054338344295,5,1.2612827526863648,212.27142133992788,1993,62111.9150155313,Townhouse,South,High,228590.37961002163
,5,3.3487043483682957,611.6251447884814,1948,86467.76364954973,Townhouse,West,Low,181581.47167283774
1607.0052697460253,4,3.50503801472585,439.2787733816071,1937,63707.97411797838,Apartment,South,High,119471.84507615407
1334.3835232211109,3,3.8286314414604705,49.074878617865394,1930,73602.389068693,Single Family,North,Medium,142626.36313314267
1081.8973134483517,5,2.357799864813134,1809.350654783094,1939,64507.583569317794,Apartment,East,Medium,141682.22525141924
2253.995663456272,4,2.50019557566075,25.297781013322275,1979,83337.3426051534,Apartment,North,Medium,180918.30134934757
1448.3166969130632,1,3.8838835634227498,43.29095585606654,1952,83541.4298392771,Single Family,East,High,131047.26699616398
923.5547035237585,3,2.3753531828474888,604.3018363675935,1963,,Apartment,North,High,110636.62761730234
2194.289302265482,3,2.5106454189287737,615.5317999909505,1932,89879.4675133327,Apartment,South,Low,181640.78513881925
3246.4997587163953,2,1.996762954568152,9.558553105383856,1957,105646.13789138792,Single Family,East,Low,240244.56838905375
1996.9645442300534,1,1.0948823520539497,514.6651887276195,1949,64670.00975453065,Townhouse,South,Medium,153672.3345572541
2419.245387225821,3,2.299163655284478,16.91285388446354,1963,68097.97642505166,Apartment,South,High,181042.37874210905
2040.9146792737824,4,2.965273932542158,1619.1566815066128,1902,88591.4469136023,Condo,East,High,197769.46007663224
1950.5551734044286,5,3.0698377318406713,595.5983731396566,1960,71001.51182958574,Single Family,North,Medium,194282.42723690305
2459.5382414938845,1,1.0195259406538284,103.25268173639029,1981,69940.38534950359,Condo,West,Medium,190673.28247115616
1854.8627279056743,1,3.403158324318486,86.0498619907376,2020,98454.5310083112,Apartment,South,Medium,150482.44039355224
2133.6961570359513,3,2.477246842385641,421.59251800196,1909,49685.5425788796,Townhouse,South,Medium,151490.8175327147
2160.8489030980068,3,2.5622360841585787,501.90392605144143,1965,58165.553047994064,Apartment,East,High,150283.78184009044
1665.9547731784755,3,3.8852310645111023,889.6318237261838,1950,76267.34490333787,Single Family,East,Medium,174123.59076184052
2496.0211747682615,4,1.8533834759674537,1168.1803049970513,1993,45706.83109186449,Townhouse,North,Low,191933.08217846227
1912.5201216522958,2,3.284955966904502,249.22907861525636,1929,64404.86224895404,Apartment,South,Medium,161060.8809516883
1622.1274202535776,3,2.7243287370168123,929.2216405172666,1924,64267.5155488716,Single Family,West,Medium,168140.86281394667
2268.254921785202,2,3.1023953846741152,390.85810537637093,1942,84426.60730333473,Condo,South,Medium,196951.57120478197
1550.7660091044813,2,2.2534523553433727,317.98862729503816,2014,80392.7955175288,Apartment,North,Low,102870.86211531043
2014.0905786845642,1,1.8376226168928054,600.273748792733,2019,44751.59126756017,Condo,West,High,149724.20812315983
1995.4405016778983,5,2.6383778571068035,54.45839437860133,1987,59603.14987473176,Single Family,East,Low,166802.03156839547
2542.947782915789,5,2.124823439057941,154.20538811032753,1963,59649.15573859598,Single Family,East,Low,230491.36709626112
2237.3491164399766,4,1.668733536488992,848.4865826151367,1958,66751.36184874488,Condo,East,High,214839.00483346486
1987.486520627428,4,3.517708444341287,350.6691565758642,1961,53536.79215585979,Townhouse,North,Low,121396.01099138692
2408.8831496001435,5,2.4274947850038737,1193.2194745495863,1998,76774.719129575,Apartment,East,High,168055.5021771562
2695.103774508657,5,3.541947223572698,46.443612401588545,1909,59587.193960443845,Single Family,West,Medium,205526.4066249672
2278.905153175931,1,2.422094747106761,188.01102835559365,1963,78829.32904005585,Townhouse,East,High,200197.94154128068
,1,2.670393093137224,219.6789363971162,2011,69957.18634252455,Single Family,North,Low,158077.70794627586
1344.0818838249202,5,3.9858407239418647,274.71421029451477,1993,55403.872914844156,Single Family,South,Medium,144175.84274322365
1467.4431684623137,3,3.854512636105479,2164.5293311128107,1959,90824.15954118245,Single Family,South,Low,137338.9585149392
1847.3876478226662,3,1.815069612000672,186.0122990473757,1989,91265.89951424564,Condo,West,Medium,157901.94546304087
1695.2438989203583,1,3.6059661593476657,365.61402287745403,1998,74355.1797281467,Condo,North,Low,134764.8553415116
1906.514348507277,2,2.1712104510915795,384.01222690525395,1987,66411.90680733974,Single Family,East,Medium,137890.09181713432
2028.3249624485536,5,1.2137462137311783,736.5756501611698,2014,54155.60779937831,Apartment,East,Medium,157556.6609925456
2264.8463771783654,4,2.727343044476201,364.7697026795207,1919,86066.70054808646,Townhouse,South,Low,211663.3592434472
1964.7506109704543,3,3.931155578362706,465.3690479034589,2016,82339.59302534699,Single Family,East,Low,182557.22035745022
2243.250821913101,2,3.9229410610158557,699.8479829236024,2002,57790.06082480463,Townhouse,South,Medium,184911.28724258966
2032.2372074050602,3,1.3793961344874042,53.3095451542288,1948,59697.80899478776,Single Family,South,Low,163828.8024398524
1012.2667168230644,2,3.3137099998535495,1654.8397854260038,2003,76853.80696263569,Townhouse,East,Low,132122.01921658244
1530.3323030906229,5,3.408499132750622,936.3898995674657,1998,52368.34378973249,Apartment,South,Medium,132752.16056684026
1927.9562221391923,5,2.10623435294998,246.14311728991882,2002,60614.70364375913,Townhouse,South,High,148548.0259148674
1395.1526285794462,5,2.9757855435654137,651.744823171829,2022,54391.515025410525,Single Family,North,Medium,146694.69342386478
2299.964364998102,1,2.464478434831665,718.4257620146129,1973,54874.98985548472,Apartment,East,High,170106.18856651813
2765.375416171849,2,1.6836792931297802,949.3821660942858,1926,59199.03258703448,Single Family,North,Low,184671.1972401168
2609.380925848658,4,3.283792843674963,104.32259684825284,1950,83590.06231758314,Single Family,East,High,214180.75947048402
1893.278564534896,4,1.7882581234372394,608.1960572512392,1956,43681.802794894444,Condo,East,Low,130609.51109194619
2745.363068424976,5,2.0213432591249774,16.9544985377079,1978,76502.26419968456,Townhouse,East,Medium,217993.53471842446
2074.3337286010556,4,1.5700552147463833,61.41111281730064,2021,73869.20999215296,Single Family,East,Medium,183999.8016970495
,3,3.157813911366113,748.20410123267,1978,84525.15646127396,Apartment,West,Medium,141193.00585444356
1693.29866822953,2,2.376172161491738,838.3313628976956,1936,73855.7348069575,Apartment,West,Low,132448.14311870365
1848.7651567559358,2,2.3301197645167995,448.77920637644877,1998,64317.410130008,Apartment,South,Low,187832.6669595071
1805.9115907293856,2,2.8136886006700377,435.7614352885537,1902,57770.35411840203,Condo,North,Low,170066.11222964304
2085.2081111877437,3,1.471790341742012,692.1709908626035,1928,84856.17510864176,Single Family,North,Medium,189434.03876155737
2080.286990524932,1,3.694461668877278,1182.6816333660756,1967,77454.22126382939,Apartment,South,Low,181575.94232648678
2001.5230100767071,3,2.3953268687077927,273.3258673053172,1946,62602.96511775678,Condo,North,High,183142.50445126247
2218.469084873175,2,2.0995805760460895,60.982764265742674,1979,83633.6758624999,Apartment,West,Medium,200298.59047015436
2595.323137393171,2,1.3800718267155774,913.1735452859949,1968,63311.826771908294,Condo,North,Low,182663.04335639725
2474.7770677206618,2,1.5038626131022428,209.00484112405314,1920,69985.87201759007,Townhouse,East,Low,190933.03507027097
1257.5510157750482,4,3.7610809417415805,71.81151298317788,2003,60932.744371830544,Single Family,East,High,122390.21888010444
723.0394325490226,1,2.369851100199167,476.7580387346972,1941,78007.62856600342,Apartment,East,Medium,121022.38505712827
2467.159955619637,3,3.166551758077782,431.47442981678967,2017,55087.1297471518,Condo,East,High,193261.3889485611
1316.5606507922894,2,1.2415490579755994,321.4611245116701,1920,65521.169679007726,Single Family,South,Low,160784.67882267025
1887.6172990536581,5,2.9303936323794515,982.3328243528845,1901,60181.69325123328,Townhouse,South,Low,168009.87777097424
1414.9434869703202,1,3.7645575770122637,158.8822461888831,1977,73955.67942493025,Condo,West,High,143669.00748090853
1099.0097812099903,5,1.8998903526444733,6.6618159892343805,1968,75827.3187736155,Apartment,West,Medium,144018.6727784979
2270.731364102394,1,2.7374215021403177,195.38829644351026,1906,53437.586093624865,Single Family,West,Low,196083.9238975428
2379.5775801513237,2,3.8206573129475516,4.8766851286649215,1974,,Townhouse,South,High,216259.5970890153
1711.7447996366402,1,3.1579676614141605,392.183201861554,1934,47849.149244634464,Townhouse,North,Medium,154034.65948025393
704.4788539275451,1,1.1869765071522318,237.60722530024967,1929,102879.59757158441,Condo,East,Low,157181.36770604394
1726.8777758737588,2,2.1362114417813167,840.8504038945321,1943,62327.90396079852,Townhouse,North,High,173542.1279370651
,5,1.2573182682618653,798.7184875354153,1945,85738.90997453414,Apartment,East,High,227430.33802589902
,5,3.5839527885975224,285.1449587865663,1954,73017.4958884875,Condo,West,Medium,136644.6162591853
2091.6799598895777,4,2.8649881036108464,121.98271084205297,1900,73626.93251528757,Townhouse,East,Low,222044.75202554814
1992.3450754135022,5,3.8691452345016573,274.4626998520912,1953,52508.89111230614,Single Family,North,Medium,179672.0302250924
2289.6457498005443,5,1.0592689875574215,512.6591656244493,1979,82651.61288622457,Apartment,North,Medium,168779.32211454117
2059.7901842070764,1,2.269262109561713,105.48768094654473,2010,70729.706978716,Single Family,West,Low,155162.94624344085
1513.4655295592222,4,1.313092298633184,741.5053187621006,1900,77052.09533026586,Townhouse,West,Low,142855.73831041958
,2,2.051463467859738,200.65702566548617,1962,68639.28515732323,Apartment,North,Medium,194334.01161010278
1920.735213486515,2,1.485660470069761,1345.4269167924579,1954,71950.64594374938,Single Family,West,Medium,174426.8317219132
1986.347730245034,3,1.9863812799802605,358.58730075114556,1985,56692.426086523476,Townhouse,South,Low,201494.31638127324
1533.366020463402,4,3.457786014166087,939.0723601077433,1976,67706.63384753914,Apartment,West,High,153455.1419940026
1778.358874404245,1,1.4820979794481106,478.41651335154256,2021,63701.66187520982,Apartment,North,High,137896.63597428164
1557.5986429865495,3,2.4209942708565646,404.3933318847267,1926,59416.43203365828,Apartment,South,Low,154472.6629615807
1913.5269700382885,3,3.7647494021815793,573.0566023766141,1914,72017.8860954237,Townhouse,North,High,159238.67646049365
2855.8542400711717,2,3.996337863562919,834.3050920596153,1980,75450.80433727773,Townhouse,South,High,208422.27337994144
1314.0494285343218,5,1.7519233545252497,517.125569706192,1908,73761.5801459477,Apartment,West,Medium,134107.45376824547
1193.2193010616293,1,3.8067045122983005,797.8678272857265,1968,68466.08807745301,Apartment,West,Medium,122856.89549101208
2735.585163746804,4,1.7841660424030765,105.6477366932103,1958,76166.63582545382,Apartment,North,Medium,183721.83594042968
1895.338161424067,3,2.24058549695078,162.5303762549621,1922,73632.46317972663,Townhouse,South,High,168768.78167919163
1665.4636306700418,1,3.6337708366999824,130.50242847211712,2007,71462.90806742468,Condo,North,Medium,189528.68433442683
2519.952343698038,2,3.3585283147727445,800.4948194397592,2012,72492.26529953437,Single Family,East,High,213757.4963885589
1697.192230131568,3,3.5724626716712056,45.03268631276808,2006,87745.04484651904,Single Family,West,High,137399.5203767535
2913.004856773468,3,3.400770037913352,794.4824545571522,1910,51923.89657896025,Single Family,North,Medium,160604.36830435274
2338.9629356696346,2,1.7051830150301241,246.3637763363733,1923,65221.057452731606,Condo,North,Low,193116.2689454785
1756.0442959271486,2,2.6763853462918066,41.42302945610896,1971,75072.61912934309,Townhouse,East,High,171885.21770042437
3078.654106632752,2,2.1557521550857657,276.19396481070135,2010,46258.96146276001,Apartment,East,High,229326.15310185385
1697.1425384983309,1,2.379132905345106,178.69638685405064,2020,90738.76724989105,Apartment,South,Low,164334.4436436208
2371.0476860046533,1,1.4618689063708923,448.1854561915578,1997,73822.26813586721,Condo,East,Medium,169987.03610199096
2149.646290203246,1,1.9473026776755116,319.8284520919562,1953,84353.5264663561,Single Family,South,High,216039.13187575334
2650.8706446993992,5,3.5729413642665606,176.04089083046912,2005,86796.42817832324,Townhouse,North,Low,206073.18120234288
2780.7555983634265,3,3.6926752296584917,991.2152932544482,2016,76186.79393365979,Townhouse,East,Low,201506.7516043322
2016.0020745328834,1,2.8304592516974156,261.12989338858256,1930,36511.09441833925,Townhouse,South,Low,171632.92248591743
1623.2910648269083,5,2.4948017710022583,318.09049596538597,1921,72215.41332595315,Apartment,North,Medium,142735.6224201607
2229.9860714695583,3,3.138519064447901,937.4461787431262,1913,73178.30370292897,Single Family,South,Low,160797.5647302164
1661.142315123947,1,2.8265597506666067,46.63726117002364,1904,53696.99866642893,Single Family,North,Medium,139425.79323314098
3006.6936237633117,2,3.9510250190434406,247.06057987150913,2022,43154.89814870774,Condo,South,Low,218128.03258678183
2068.267665541369,4,1.5702663764926097,257.79906916601664,1916,76925.0395420203,Single Family,West,High,202671.61149143148
1817.3392243439457,1,2.347134178739445,342.416574209964,1981,51262.14494173096,Apartment,North,High,120159.98096201246
2092.340152932454,4,3.754721506856661,56.09220184476762,1982,100921.25813450178,Apartment,North,Low,193374.01839928186
1326.4368552351516,1,3.744211179725573,54.16029130690593,1970,73947.05922719734,Townhouse,South,High,155324.10512369123
1514.1929807446743,2,2.4860405396835206,269.2834014752154,1989,90272.67576257364,Townhouse,North,Medium,160931.939309386
2600.2069539722124,4,1.4044270060041444,16.79339113455422,1988,70467.45099051672,Single Family,South,Low,213853.59591407908
1671.5528605143022,5,3.4448739024787076,147.17503313606733,1981,81273.08241964424,Townhouse,North,High,186230.24393976727
1476.5445086590303,2,2.7554955595100425,112.30778821310676,1943,70798.95896844578,Townhouse,East,Low,163911.6223373641
2268.326376263643,4,3.3194980475717704,336.0709338053598,1978,85083.59395563511,Condo,East,High,181002.02991179578
2592.8520773314985,4,2.3875708942317706,5.6111461217889005,1992,39425.0214769698,Townhouse,South,Medium,210601.09443830754
2359.4766553325335,2,1.6116517658104796,563.0947085193235,2009,83322.21765834131,Townhouse,West,Low,196216.78312508293
2498.023842902908,2,1.0719682224385625,967.5400778148904,2005,80031.46241401325,Single Family,East,High,214593.85207587315
1621.6024557152696,2,2.6774148065192565,613.3504342783465,1948,67687.72512875468,Single Family,East,Low,126400.15577361235
1289.0946666290781,3,1.4831385366447687,852.0890930783755,1964,63862.541730028104,Townhouse,North,High,130122.03436194781
2750.6668259777434,5,1.5614116257934643,515.4530876671881,1903,65513.46624235345,Condo,West,Low,219254.67652439175
1838.6600805789321,1,2.308916892871493,353.9954369362675,1908,74241.50452572998,Apartment,West,Medium,161667.2192203133
1874.5834917724762,4,2.3262312203166933,123.6038914651388,1935,88210.59046983949,Apartment,West,Medium,180843.66473405645
2664.097070924529,1,1.8231612706171159,163.99262001721672,1950,61987.16188333732,Apartment,West,High,228653.837808229
2278.11500470033,2,1.3957666252704053,191.1487828643176,2021,44473.493632617865,Condo,West,Medium,171787.6337614371
2227.9438860408036,5,3.834858255467013,19.37959795694558,1931,107268.71476367596,Townhouse,West,Medium,211275.4721553995
3082.501172450542,5,1.3949218476347798,1221.434021153302,1987,80073.61846770534,Apartment,East,Medium,207582.12687073066
1678.2408848099285,3,2.0523177538033885,1152.8083550192368,2020,64131.825789370225,Townhouse,South,Low,168336.9044324755
2463.9200640406184,2,1.9146039778223387,57.02006489858914,2000,87832.70078495573,Townhouse,South,Low,166896.60382748948
2028.5065624485424,4,3.5990136908756556,406.74701122412574,1917,84005.40852722657,Townhouse,West,High,180565.6660716817
2134.2961394316285,3,2.2301873454357115,315.2188789178148,1914,77384.2356050485,Apartment,North,Medium,183229.63012461987
2764.234213206266,2,1.3721304977030928,575.0801715026292,1919,62844.224620082576,Condo,East,Medium,241483.88890321602
2253.9178781448118,3,1.030783085213486,461.9317421338216,1957,80009.83778476506,Condo,North,High,176985.2186902766
2269.1480395248163,1,3.1658488104235745,66.37830424040457,1939,86343.38235539064,Condo,East,High,149446.1917491177
2536.253668654901,2,3.1435032777035508,539.5190274932296,1965,44198.90901563732,Condo,East,Low,200570.93751575262
1817.5236352285574,4,2.253351013939683,469.3605919837037,1988,73367.42472958167,Townhouse,East,Medium,142637.58006471154
1580.3951663304967,4,1.3789240009369708,378.8147321448272,1912,,Apartment,North,Medium,152573.0610799141
1477.5954029894833,2,2.1149014377182436,257.42206572607813,1990,73991.14992143308,Condo,North,Medium,132876.28253150178
1016.8217053119992,3,2.7696473527510923,1549.6693204612297,1912,70692.75424774266,Condo,West,Low,117924.1623118308
3028.103564970161,5,3.111828825420523,946.6953447173099,1961,87791.09613030852,Condo,East,Low,184807.32273973536
1448.3958171391585,2,1.2347196773028286,439.840769280287,1927,66830.24600384253,Single Family,South,Low,107867.87074122882
1889.373188207114,4,2.668922411844037,3.1991252435788007,1945,69958.21826066545,Townhouse,East,Medium,173094.7158874705
1861.5933500555398,1,1.8283722353444127,282.9254297273084,1914,74734.97977117683,Condo,South,High,162598.66776492452
2153.7033489045502,4,2.851798861400928,602.5529372539525,1992,67328.95709042775,Townhouse,West,Low,154988.00363059042
2407.8686062696484,5,2.9444203685942827,62.381677809185774,1984,49209.98114873268,Townhouse,West,Medium,174109.80617727796
2430.236744179873,4,3.7318111053241556,260.90083418973654,1943,73211.95065533399,Townhouse,West,Low,203291.06379778922
1708.4612807155308,5,2.2311351261668797,106.42660445298775,1994,73381.84566057187,Single Family,East,High,151882.71699616316
1916.4391431067943,2,2.6127719804059524,206.35286952341778,1922,64522.523778768256,Single Family,East,Medium,173871.66108640595
2141.28997524415,4,1.8046453682815278,13.515639630499228,2000,68015.27625206047,Condo,South,Low,159953.24752828965
1875.6544369082264,3,1.8596710724353822,67.7566102972486,1966,22301.94640540029,Townhouse,South,Medium,161445.57735478232
2803.672788009996,3,1.1381013446840875,303.2617186395996,2013,88126.09074001202,Single Family,North,High,211841.73256873243
2245.487475819126,4,1.858206826895519,1142.3230861297825,1998,83515.452637909,Apartment,South,High,194966.58380293506
2367.438893024909,4,1.1914860687719737,337.2428192827653,1977,49932.53229276223,Apartment,West,High,189186.241842976
2331.4406343337064,1,3.891747371757489,301.7240556421832,1965,59867.99132458657,Townhouse,East,High,176454.428306927
2586.7369287426627,4,2.8727897061283136,774.5699495541805,1949,91727.82041562386,Apartment,North,Medium,199752.3304515119
2090.5107793518537,1,1.519445683558882,155.8713283133346,1912,52677.23984018572,Condo,East,Low,167299.15745900065
1351.5840260220766,1,1.3502990794610055,49.94815208104467,1901,77176.880338542,Apartment,West,High,154390.6519283205
2199.8439758763207,1,2.11036786143263,117.59074644307017,1975,62619.749033793334,Apartment,West,Medium,213332.69653927008
1674.3215531040855,1,1.922941973856524,783.4307376027268,1990,76152.12935027748,Apartment,West,High,140782.5371859681
1735.6916591251215,2,1.837764342743359,565.125670835484,1933,70752.07037735598,Townhouse,North,High,177346.81049708862
2293.182009377547,3,2.4045881347930633,47.998458016559646,1939,65751.52256084362,Single Family,East,Medium,179099.39427668403
,1,3.7386215289293903,549.9462943764764,1968,75827.82809877182,Apartment,South,Medium,201630.04655526986
2010.6357883680307,3,2.704150763209089,1340.836710230714,1960,62604.29221227329,Apartment,East,Medium,175001.80694427842
2154.416506299482,1,2.5636945137598577,22.99838656149209,1924,43236.506905667884,Townhouse,East,High,161636.68520330108
2851.107472317619,3,3.419645305483174,479.1010555055572,1974,56084.16596869398,Condo,North,High,202207.03173898632
2120.376589744284,4,1.0120738347906675,238.34461993567803,1976,54282.120626785814,Condo,South,Low,209725.8133947081
3300.8415570901975,4,1.5921570074657003,347.60611466661175,1962,45938.21263118692,Single Family,South,High,230509.8909663044
2282.754822815772,3,2.488557803166508,375.5776062949332,1927,,Townhouse,East,Low,196714.396650209
1119.6186204220912,1,3.1159271815662,737.1172973376677,1984,67408.49964084239,Single Family,West,High,162600.38658828885
2376.670810552266,2,2.455084584818915,407.10688533741154,2012,75309.11598714729,Apartment,East,Low,227204.10159650413
2190.579192441389,3,1.4911479439026314,449.57625209404665,1955,77811.27033405063,Single Family,North,Low,179344.47170600985
2644.876377041373,5,3.789948452984729,202.41653677090568,2011,81347.03255140362,Single Family,West,Low,191133.69623061366
2336.590675634979,2,1.985995393316336,67.30615846882978,2014,76103.82611723171,Apartment,North,Medium,168174.80429945723
1930.772008008113,5,3.364647044183512,574.004743662236,1925,55305.871048086716,Single Family,West,Medium,139597.36855836998
1387.850881855317,3,3.674240003792838,0.24112837277249774,1926,78692.88287876463,Single Family,West,Low,134450.62615642537
1895.4883713569873,1,2.0393481330659995,199.2823624217698,1925,73327.0710881156,Apartment,West,Medium,144737.80813579762
1574.73977289535,5,3.535935343990314,122.97837386035346,1914,102851.5716868724,Apartment,South,High,158312.84139011998
1709.7382750976385,3,3.1323210495003924,245.9475058935537,1949,70118.77509809508,Apartment,West,Medium,142189.88111714704
2294.2892022103047,2,3.712842509986018,186.4515462264692,1905,75743.49678599398,Single Family,South,Medium,180699.55905916754
2834.952252175703,1,1.753932105168933,609.0647356261774,1967,68577.61586778547,Apartment,North,High,210326.3464850797
2197.3357649114905,5,3.793832818414827,150.69178914792,1903,70733.43776044821,Townhouse,West,High,174693.38909389736
1402.0584689824077,3,1.1959194300097908,411.3436693411857,1929,69720.79968875356,Single Family,West,Low,119983.49436315146
2222.3013341100705,1,3.3810138559169465,304.19205878734397,1976,63480.64635699022,Apartment,West,Medium,187262.626868969
2598.3157433228257,1,2.3069950621048982,807.369733776627,1908,72660.30486632374,Single Family,North,High,226327.58238201812
1695.1085478403088,4,1.5336699005588819,279.38899637131703,1941,79326.40663184664,Townhouse,East,High,182688.64127857573
1932.9914166635413,1,1.2382088653080388,997.094808224767,1913,63707.39980944012,Apartment,East,Medium,182907.95080964122
2007.3440973645986,3,2.1686425416968143,0.07288911619162619,1991,82533.5993276534,Apartment,North,Medium,169681.74037244506
1607.55084345888,2,2.167971765179563,464.22765462853516,1939,80714.65494399692,Condo,North,Low,141957.31766276102
2324.1402169219296,4,1.6898721529209562,4.927699414430428,1902,,Townhouse,North,Medium,197355.88952512844
1939.5259256961092,3,1.6465461950585285,625.7669279330127,1940,55544.65411572783,Townhouse,East,High,170181.92892826442
2209.766221953514,3,2.198542894140448,133.88900739057684,1992,76722.3010016039,Condo,South,Medium,197614.65464145664
,3,2.2303416496154718,239.0027811622968,1932,61186.9632253128,Townhouse,North,Low,183106.7181467833
1781.270849838295,5,2.327094397489577,239.37085911352904,1978,54314.3402909576,Apartment,East,Medium,154914.61334556097
2361.1906789138857,5,3.606278160183304,936.7747108922994,2010,95753.46169230105,Condo,South,Medium,181648.6455973977
1813.5834239541166,2,2.833763519268272,53.84425661182555,1959,55505.086535519724,Single Family,West,Medium,146759.0193758438
2863.4819256167025,3,1.061299498214575,549.6516937363361,1963,47146.06827761141,Apartment,West,High,210126.93482712517
1800.1819071926989,5,2.557297725286551,1988.4629083010745,1961,58244.59917368328,Townhouse,North,High,146049.89389262346
2112.342362875943,5,3.2873538879572637,11.319381525044523,2002,73474.72290583845,Condo,South,High,192595.319953771
2466.295415936545,5,1.1692429199335517,1689.1438924376225,1978,71103.2811600132,Single Family,East,High,208663.5744126535
1290.8171335334841,2,2.2678236378223198,9.288101592091515,1906,98308.20145247248,Condo,West,Low,169817.68388326932
1119.5955940096121,2,2.353630429772701,919.8957545692066,2008,58474.10578340854,Apartment,West,High,149458.92174047272
1237.1718427149526,3,3.862061357007327,1625.2402623769356,1975,73542.34610481885,Apartment,East,High,83450.93102114723
2631.292051713591,4,2.427051861348881,2482.88227698754,1949,86927.33332583724,Condo,West,Low,191944.14273145277
1724.0709270537766,3,3.2497007879866064,307.28015772067374,1938,60114.76227259977,Condo,West,High,156421.28137008243
3279.099642834126,5,1.9087061356271584,1008.5433499560619,1970,80555.86312103458,Townhouse,North,High,215726.23174437607
1717.8762006713057,5,3.3379199535652946,65.24774170604539,1946,42517.433487115384,Apartment,South,High,147501.8164294896
2092.2756515985184,1,1.9679870994920217,277.0269383274994,2004,96381.31809116108,Single Family,South,Medium,168053.9404529257
2771.054976283938,3,2.2900707620350294,184.06658121652998,1969,84921.36642260823,Condo,South,Low,205747.5768715996
3003.0464440795613,5,2.4384468334350933,251.4097547059596,1925,59789.87504186542,Single Family,South,High,251556.62001228923
3030.751788318199,5,3.779088908254034,605.2987701973035,2022,,Condo,East,Low,250886.5885638657
2604.1831152965715,4,1.1603606434146028,45.772747588809715,1957,89697.743491899,Apartment,South,High,207714.27239508223
2512.031262905731,1,1.5906014530324217,3150.072189758601,1972,50669.971242749074,Condo,North,Medium,173241.3288728964
2296.2634746005915,3,3.117228238592512,504.0209698453303,1950,61001.83151537829,Townhouse,East,High,190026.0254659937
2389.180538083319,2,2.732732979645906,1033.826002382995,1987,90191.25120764399,Single Family,North,High,153745.12254202593
1724.4071418357332,3,1.7545941712449276,885.0838253881642,1951,71012.09334159945,Condo,West,Medium,171084.8481149167
1590.9005582888465,3,1.8676026624730144,726.2118340594286,1993,76542.49248549224,Apartment,South,Medium,164193.78089611823
1998.312771294524,4,2.1019284568260397,20.006749847274005,1915,,Condo,South,Low,148078.27291732386
1914.9076887375359,3,2.3510408479909852,363.31793623718784,1947,83372.33265498716,Single Family,East,Low,197896.55889975716
1773.3859753363624,4,3.454081969758334,198.85888038834753,1926,77693.9746082205,Apartment,South,High,150454.2575140508
2348.193723728358,4,1.0414464294158878,59.92082923329497,1932,71593.25895883005,Condo,North,High,170958.54166162555
2477.652604285255,5,3.6940592236404353,210.02817704701025,1922,,Townhouse,East,Medium,189343.9245640305
2044.2034431459238,2,2.2390813348945846,517.5414094404624,1944,79600.15945772413,Townhouse,South,High,150124.42673214406
